id,own,competing1,competing2,borrowertype,accepted,default,profit
163700,.125,.11095616,.597377,3,1,1,-10000
163701,.1,.18302053,.20152804,3,1,0,1000
163702,,.22,.32192323,0,0,0,
163703,,0,.28771344,3,0,0,
163704,,,.46574789,3,0,1,
163705,,.033312976,.17783438,0,0,0,
163706,,0,.31819856,0,0,1,
163707,,.28799999,.62096256,1,0,0,
163708,,,,2,0,1,
163709,,.47022986,.16135609,0,0,0,
163710,.119,.1490819,.20931423,0,1,0,1190
163711,.126,.087512918,.79765135,1,0,0,
163712,,.079999998,,0,0,0,
163713,,0,.69396073,0,0,0,
163714,,.19302052,,1,0,0,
163715,,.23403424,,0,0,0,
163716,,0,,0,0,0,
163717,,.34099999,.28888011,0,0,1,
163718,.094,.30000001,,0,1,0,940
163719,,.10060424,,2,0,0,
163720,,1,,0,0,1,
163721,,.40000001,.28587821,1,0,1,
163722,,.19302052,.25186417,0,0,0,
163723,,.43522534,,0,0,0,
163724,,.40000001,.20999999,0,0,0,
163725,,.63226956,.31872255,2,0,1,
163726,.106,.059999999,,0,0,0,
163727,,1,,2,0,1,
163728,,.2,.19891654,0,0,0,
163729,,.13333778,,1,0,0,
163730,,.29926693,.43042532,1,0,1,
163731,,.99856389,.15548769,2,0,1,
163732,,.2,,2,0,0,
163733,.126,.036847968,.029999999,1,0,0,
163734,,.1,.090554819,0,0,0,
163735,.11,.29708558,.11,3,1,0,1100
163736,,,.31115994,1,0,0,
163737,,.40000001,.13,0,0,0,
163738,,.49237692,.23216635,0,0,0,
163739,,.30476731,.2686024,2,0,1,
163740,,.352,,0,0,0,
163741,.107,.075000003,.062737852,0,0,0,
163742,,.40000001,.27988619,0,0,0,
163743,,.23403424,,0,0,0,
163744,,.264,,0,0,1,
163745,,.15000789,.31872255,0,0,0,
163746,.109,.1,.053048469,3,0,0,
163747,,.22351426,.23156318,0,0,1,
163748,.102,.2,.11,0,1,0,1020
163749,,.22871202,,1,0,0,
163750,,.25999999,.33619046,1,0,0,
163751,,.023,.050000001,0,0,0,
163752,.124,.16,.24529082,0,1,0,1240
163753,,.075000003,.062737852,0,0,0,
163754,,.38,.48674566,0,0,0,
163755,,.28999999,,2,0,0,
163756,,,.63308328,2,0,0,
163757,,1,,1,0,0,
163758,,.18302053,,0,0,0,
163759,,.32600001,.18775506,1,0,0,
163760,,.19517475,.20999999,1,0,0,
163761,,.13333778,.1194289,0,0,0,
163762,,.19,,0,0,0,
163763,.1,.27000001,,1,1,0,1000
163764,,.24477772,.24465649,3,0,1,
163765,,.88509572,.62096256,0,0,1,
163766,.126,.034655355,.041029349,0,0,0,
163767,,.31999999,,0,0,1,
163768,,.21351427,.21409027,0,0,0,
163769,.121,.13500001,.26064909,0,1,0,1210
163770,,.3700783,.21871065,0,0,1,
163771,.125,.054524079,.20559327,1,0,0,
163772,,.22654262,,0,0,0,
163773,,.10772479,.068975575,0,0,0,
163774,,.17,.12310904,0,0,0,
163775,,.15908191,.25703329,0,0,0,
163776,,.56,.36688232,0,0,0,
163777,.068,2.7430100e-10,.01453487,1,0,0,
163778,.049,.075000003,.029999999,0,0,0,
163779,.095,.21351427,,0,1,0,950
163780,,.40000001,.2073738,0,0,0,
163781,,,,0,0,0,
163782,,.30631688,.10183932,0,0,0,
163783,.106,.0050256485,.062737852,2,0,0,
163784,,.70999998,,0,0,1,
163785,,.15908191,.53231049,0,0,1,
163786,.103,.21351427,.060146876,0,0,0,
163787,,.1490819,.63679039,0,0,0,
163788,.127,.034247074,.31030151,3,0,0,
163789,,.119,.33890012,0,0,0,
163790,,,.10173013,1,0,0,
163791,.128,.37,.16696921,2,1,0,1280
163792,,.40000001,,0,0,1,
163793,.124,.035623308,.07124158,0,0,0,
163794,,.23815507,.17,0,0,1,
163795,,.40000001,,3,0,0,
163796,,.34,,0,0,0,
163797,,.23595005,.91841716,0,0,0,
163798,.098,.0031000872,.16255653,0,0,1,
163799,,.13955703,.13,0,0,0,
163800,,.21351427,.26740354,0,0,1,
163801,.128,.31099999,,1,1,1,-10000
163802,,.50636029,.37049344,0,0,0,
163803,,,,0,0,1,
163804,,.40000001,,1,0,0,
163805,,.23900907,.17852749,2,0,0,
163806,.095,.0096913828,.14209692,2,0,0,
163807,,.28214818,.19101235,2,0,0,
163808,,.69,.39733195,0,0,0,
163809,.122,.034168512,.095270127,0,0,0,
163810,,.63080937,.4635359,0,0,0,
163811,,.18837745,.13,2,0,0,
163812,.107,.0020000001,.0099999998,3,0,0,
163813,,.40000001,.31032044,0,0,0,
163814,.128,.092144027,,0,0,0,
163815,,.40000001,,2,0,1,
163816,,.55265021,,3,0,1,
163817,,.75855744,,0,0,1,
163818,.11,.4519572,,0,1,0,1100
163819,.079,.28214818,.16388091,0,1,0,790
163820,,.10837109,.16559145,0,0,0,
163821,,.44,.32825431,0,0,1,
163822,.12,.403,.26791686,0,1,0,1200
163823,.103,.22403423,.095270127,2,0,0,
163824,.122,.40000001,.29616982,0,1,0,1220
163825,,.19302052,,0,0,0,
163826,,.12746803,.1821868,3,0,0,
163827,.118,.40000001,.29025516,0,1,0,1180
163828,.121,.03730591,,0,0,0,
163829,,.27000001,.28116632,0,0,0,
163830,.122,.12333779,.46510667,3,1,0,1220
163831,,.25999999,.32944217,0,0,0,
163832,,.40000001,.95193905,0,0,1,
163833,.084,.40000001,.31386596,1,1,0,840
163834,,.41,.11579484,0,0,0,
163835,,.3047058,,0,0,0,
163836,,.14,.31294823,3,0,0,
163837,.083,.034407564,.062737852,0,0,0,
163838,,.62300003,.16713676,3,0,0,
163839,.108,.2,,0,1,0,1080
163840,,.18302053,.53231049,1,0,0,
163841,,.18000001,.090540543,0,0,0,
163842,,.066806279,.2,0,0,0,
163843,,.66957873,.37999383,0,0,0,
163844,.095,.0056242058,.062737852,1,0,0,
163845,.117,.44,,0,1,0,1170
163846,,.040409546,.13,0,0,0,
163847,.103,.0065283673,.30125815,0,0,0,
163848,,.075000003,.095270127,3,0,0,
163849,,,.51565152,2,0,1,
163850,,.25,.15096702,0,0,1,
163851,,.36171412,.48674566,3,0,0,
163852,,,.28422403,3,0,0,
163853,,.19,.23787165,3,0,1,
163854,.109,.76712751,.5158639,0,1,0,1090
163855,.082,.15908191,,0,1,0,820
163856,.059,.0072344122,.12052178,3,0,0,
163857,.119,.31999999,.31559393,0,1,0,1190
163858,,.073869392,.2704142,0,0,0,
163859,,.18000001,.1260923,0,0,1,
163860,,.28214818,.16559145,1,0,0,
163861,,0,,2,0,0,
163862,.113,.40000001,.11,0,0,0,
163863,,.12031835,.13658342,0,0,1,
163864,,.23,.25572044,0,0,0,
163865,,.35762653,.62096256,0,0,0,
163866,,.40000001,,1,0,0,
163867,,,.88552099,0,0,1,
163868,,.76267475,.61453354,0,0,1,
163869,,0,,0,0,0,
163870,.088,.030080449,.062737852,0,0,0,
163871,.091,.11049534,.40324897,2,1,0,910
163872,,.22403423,.31030777,3,0,1,
163873,.12,.12009768,.1171797,2,0,0,
163874,,.048724614,,1,0,0,
163875,,.22,.23589164,0,0,0,
163876,.09,.21600001,,0,1,0,900
163877,.083,.0020264678,.012437605,0,0,0,
163878,,.079569332,,2,0,0,
163879,,.38217926,.1275142,0,0,0,
163880,,.41499999,.22,0,0,0,
163881,,,.10111421,0,0,0,
163882,,.17,.81166226,0,0,0,
163883,,.24472149,.35103059,2,0,0,
163884,.097,.25,,0,1,0,970
163885,,.12333779,.1171797,3,0,0,
163886,,.40000001,.17703435,0,0,0,
163887,.064,.083306856,.69535524,3,1,0,640
163888,,.38091454,.28938085,2,0,0,
163889,,.27214816,.37124616,0,0,0,
163890,,.40000001,.21741873,3,0,0,
163891,,.27214816,.31032404,0,0,1,
163892,.114,.40000001,,0,1,0,1140
163893,,.12333779,.059999999,1,0,0,
163894,,.40000001,.2648876,0,0,1,
163895,.071,.052000001,.52477217,0,0,0,
163896,,0,.11961173,1,0,1,
163897,,.40255219,,0,0,0,
163898,.126,.24600001,.24878706,2,1,0,1260
163899,,0,.62142867,0,0,0,
163900,.074,.031003213,.11285961,0,0,0,
163901,.08,0,.02,0,0,0,
163902,.102,.034747604,.035822876,3,0,0,
163903,,.10906269,.18000001,0,0,0,
163904,,,.49109963,2,0,1,
163905,,.38563129,.21520258,0,0,0,
163906,.121,.15908191,.3691735,1,1,0,1210
163907,,.18099999,.20999999,0,0,1,
163908,.122,.066860706,.02,0,0,0,
163909,,.11650627,.059999999,0,0,0,
163910,,.28735048,,0,0,1,
163911,.104,.13,,3,1,0,1040
163912,,.34169212,,3,0,0,
163913,,.075000003,.062737852,0,0,0,
163914,,,,3,0,1,
163915,,.34599999,,0,0,1,
163916,,.30000001,.33257252,0,0,1,
163917,,.21351427,.75601584,2,0,0,
163918,.123,.40000001,.26022467,3,1,0,1230
163919,,.40000001,,0,0,1,
163920,,.19302052,,0,0,0,
163921,,.21351427,.10417131,0,0,0,
163922,,.28214818,.24977314,0,0,0,
163923,,.37,.44190767,0,0,0,
163924,,.075000003,.31028318,0,0,0,
163925,.075,0,,3,0,0,
163926,,.62062573,.30180544,0,0,0,
163927,,.19034739,.22036695,0,0,1,
163928,,.40255219,,0,0,0,
163929,,.10311566,.12916666,1,0,0,
163930,,0,.63308328,0,0,0,
163931,,.15727019,.23047976,2,0,0,
163932,,0,.38866812,0,0,0,
163933,,.13885182,.22,3,0,0,
163934,.062,.27765524,.15447637,0,1,0,620
163935,,.2,.20970099,3,0,0,
163936,,.30000001,.1920587,0,0,1,
163937,,0,,0,0,0,
163938,,.23999999,.22459318,1,0,0,
163939,,.1490819,.28466073,1,0,1,
163940,.082,.064297087,.18111205,3,1,1,-10000
163941,,.12325531,.21293919,0,0,1,
163942,.121,.40000001,,0,1,0,1210
163943,.105,.094472267,.31028363,1,0,0,
163944,.108,.075000003,.079740174,0,0,0,
163945,,.40000001,.21246667,1,0,0,
163946,.102,.050250713,.059999999,0,0,0,
163947,,.34780395,.414727,0,0,0,
163948,,.37091455,,0,0,1,
163949,.124,.12112848,.34793583,0,0,0,
163950,.119,.040964969,.20999999,0,0,0,
163951,.073,.14452212,.023312652,2,0,0,
163952,.101,.022834824,,2,0,0,
163953,,.19857162,,2,0,0,
163954,,.1283848,.21282712,0,0,0,
163955,,.2,.095270127,0,0,0,
163956,,.40000001,.17989413,0,0,0,
163957,,.2,.16559145,0,0,0,
163958,,.20999999,.92959255,0,0,0,
163959,,.37091455,.63308328,0,0,1,
163960,.124,.18302053,,0,1,0,1240
163961,,.36000001,.38565767,1,0,1,
163962,.069,.204,.4532226,0,1,0,690
163963,.117,.40000001,.12562731,0,1,1,-10000
163964,,1,,0,0,1,
163965,.124,,,3,1,0,1240
163966,,.40000001,.40606663,0,0,0,
163967,.128,.23,.11,2,0,0,
163968,,.37091455,.21499869,0,0,0,
163969,,.28987706,.46025643,2,0,0,
163970,,.23096539,.91834038,0,0,0,
163971,,.72839952,,1,0,0,
163972,,.3925522,.38026068,2,0,0,
163973,,.31642565,.42489755,0,0,0,
163974,.106,.15908191,.069345579,0,0,0,
163975,,.285,.49137631,2,0,0,
163976,.121,.15000001,.20999999,0,1,0,1210
163977,,,.90122211,0,0,1,
163978,,,.28226689,0,0,0,
163979,,.5091669,.39375186,2,0,0,
163980,,.27000001,.089597508,0,0,0,
163981,,.414,.31872255,2,0,0,
163982,,.2,,0,0,0,
163983,,.40000001,.22202352,0,0,1,
163984,,.33242872,.11,2,0,0,
163985,,.40000001,.27358964,1,0,0,
163986,.053,.11361964,,0,1,0,530
163987,,.12496862,.45004889,0,0,1,
163988,,.18302053,,0,0,0,
163989,.121,.34799999,.33257252,2,1,0,1210
163990,,.134,.1655646,3,0,0,
163991,,.079999998,.16559145,1,0,0,
163992,,.36000001,.43578503,0,0,0,
163993,,.34,,0,0,1,
163994,,.23403424,,0,0,1,
163995,,.12,.16559145,0,0,0,
163996,,.15566498,.90122211,0,0,1,
163997,.103,.030059857,.047563847,0,0,0,
163998,,.60576129,.37979823,0,0,0,
163999,,.084470227,.18095432,0,0,1,
164000,.096,.35142046,.22,0,1,0,960
164001,,.41,.39992762,2,0,1,
164002,,.33000001,.36009461,2,0,0,
164003,,,,0,0,0,
164004,,.38091454,,1,0,0,
164005,,0,,0,0,0,
164006,,.39399999,.42325899,0,0,0,
164007,,.28214818,,0,0,0,
164008,,.40000001,.33257252,0,0,0,
164009,.074,.13333778,.16693117,2,1,0,740
164010,,.30000001,.22002244,2,0,0,
164011,,,.39032131,0,0,0,
164012,.124,.072890326,.26279151,0,0,0,
164013,,,.21043989,0,0,1,
164014,,.13450463,,0,0,0,
164015,,.21351427,.42230761,0,0,1,
164016,,.30000001,.16737042,0,0,1,
164017,.102,.52899998,.18961094,0,1,0,1020
164018,,.15908191,.33890042,3,0,0,
164019,.108,.2,.22432369,0,1,0,1080
164020,,.51208305,.13,0,0,0,
164021,.08,.070014492,.062737852,2,0,0,
164022,,.18302053,.18177544,0,0,0,
164023,,.15029818,.37716311,0,0,0,
164024,,.046790127,.19084145,0,0,0,
164025,,.94700003,,3,0,1,
164026,,.35762694,,0,0,0,
164027,.049,.11425754,.07,3,1,0,490
164028,,.057772111,.27778542,0,0,0,
164029,.11,.12162702,.31031135,0,1,0,1100
164030,,,.10246695,1,0,0,
164031,,.22,.12916666,1,0,0,
164032,,.40000001,.29964012,0,0,0,
164033,,.38091454,,1,0,1,
164034,,.40000001,.6320895,2,0,0,
164035,,.057144795,,0,0,0,
164036,.066,.546,.42230761,1,1,0,660
164037,,.25,.11,0,0,1,
164038,.101,.0086149182,.32311347,2,0,0,
164039,.107,.2,.04448634,0,0,0,
164040,.118,.089158602,.029999999,0,0,0,
164041,.114,.04543015,,0,0,0,
164042,.085,.083306856,.17953581,0,0,0,
164043,.125,.079999998,.22431001,0,0,0,
164044,,.42512938,.31031743,1,0,1,
164045,,.5404501,.13718861,3,0,0,
164046,,,.34170297,0,0,0,
164047,,.226,.22067156,0,0,0,
164048,.061,.075000003,.21606562,3,1,0,610
164049,,.15908191,.20875585,0,0,0,
164050,.126,.17138623,,0,1,0,1260
164051,,.061076365,.21477379,0,0,0,
164052,.112,.075225875,.31030077,0,0,0,
164053,,.27672669,.27420428,0,0,0,
164054,,.405,.21220502,1,0,0,
164055,.122,.16408941,.13310952,0,1,0,1220
164056,,.31,,2,0,0,
164057,,,.95982194,2,0,0,
164058,,.37959695,.58288944,0,0,0,
164059,,0,.63308328,0,0,0,
164060,,.40000001,.20999999,0,0,0,
164061,,.18000001,,0,0,0,
164062,.101,.059999999,.029999999,0,0,0,
164063,,.40000001,,0,0,0,
164064,,.16517246,,0,0,0,
164065,,.29230744,.90122211,0,0,0,
164066,,.21721801,.18000001,0,0,0,
164067,,.28584731,.9952442,0,0,0,
164068,,.50999999,.63079458,0,0,0,
164069,.077,.18000001,,2,1,0,770
164070,,.81657398,,2,0,1,
164071,,.19531296,.18000001,0,0,1,
164072,.119,.14,,0,1,0,1190
164073,,.35050136,.31031844,0,0,0,
164074,,.38208535,,2,0,0,
164075,.118,.046943963,.21635705,2,0,0,
164076,,.22351426,,2,0,0,
164077,.118,.31065419,.50717014,1,1,1,-10000
164078,.117,.015867058,,0,0,0,
164079,,.26800001,.31294823,1,0,1,
164080,.106,.16,.077676356,1,0,0,
164081,,.40000001,.20918362,0,0,0,
164082,.102,.081314981,.062737852,0,0,0,
164083,.114,.19302052,.10869119,0,0,0,
164084,.119,.2512058,,0,1,0,1190
164085,.118,.075000003,.016877774,0,0,0,
164086,,.56491256,.5511812,0,0,0,
164087,.088,.16,.15847972,0,1,0,880
164088,.126,.30458391,.57433391,0,1,1,-10000
164089,,1,,0,0,0,
164090,.104,.066,.078524597,0,0,0,
164091,,.3925522,.46025643,0,0,0,
164092,,.036623746,.9678033,0,0,0,
164093,.081,.19,.17,0,1,0,810
164094,,.40000001,,1,0,1,
164095,.125,.34660915,.18000001,0,1,0,1250
164096,,.22351426,.1171797,0,0,1,
164097,,.30000001,.26141572,0,0,0,
164098,.125,.21351427,.07,0,0,0,
164099,,.68610126,,1,0,0,
164100,.098,.052318595,,0,0,0,
164101,,.22351426,.02,1,0,0,
164102,.121,0,.02,0,0,0,
164103,,.38091454,.64434236,0,0,0,
164104,,.37287334,.20224181,2,0,1,
164105,,,.44422472,2,0,0,
164106,.101,.094750084,,0,0,0,
164107,,.30509418,.73413992,2,0,1,
164108,,.19195877,.078463055,0,0,0,
164109,,.31999999,.41366914,3,0,0,
164110,,.34999999,.47159487,0,0,1,
164111,,.31999999,.27636272,3,0,1,
164112,,.31,,0,0,1,
164113,.059,.027655045,.029999999,0,0,0,
164114,,.18108302,.17928477,0,0,1,
164115,,.37593853,,0,0,0,
164116,,.32699999,,3,0,0,
164117,,.11414421,.63308328,0,0,1,
164118,.087,.051730722,.85767663,0,0,0,
164119,,.40255219,,0,0,1,
164120,.1,.058545064,.068968579,0,0,0,
164121,,.40000001,.33578143,0,0,1,
164122,,.28214818,.23719722,0,0,1,
164123,,.40000001,,3,0,1,
164124,,.30000001,.46110958,0,0,1,
164125,,.22351426,.25161201,0,0,0,
164126,,.052011665,.11662259,0,0,0,
164127,.091,.014350018,,0,0,0,
164128,,.1289212,.5944069,0,0,0,
164129,,.3047258,,0,0,0,
164130,,,,1,0,1,
164131,.098,.12333779,.18000001,2,1,0,980
164132,,.5554381,.20956938,1,0,0,
164133,,.40000001,,0,0,1,
164134,,.33000001,,0,0,0,
164135,,.23999999,.14546253,0,0,0,
164136,.07,.018454066,.3045634,0,0,0,
164137,,.28214818,,3,0,0,
164138,,.09350457,,0,0,0,
164139,,.11876581,,0,0,0,
164140,,.37091455,,0,0,0,
164141,,.322,.23853855,0,0,1,
164142,,.70345098,,3,0,1,
164143,.101,.069312289,.37747693,0,0,0,
164144,.128,.075000003,.28225404,1,0,0,
164145,.055,.068999998,.029999999,3,0,0,
164146,.038,0,.062737852,0,0,0,
164147,,.27000001,.5509032,0,0,0,
164148,,.40000001,.25885201,0,0,0,
164149,.11,.25999999,.13731405,0,1,0,1100
164150,,,.63308328,0,0,0,
164151,,.85672301,,3,0,0,
164152,,.11544659,.19,0,0,0,
164153,,.16,.31029516,0,0,0,
164154,.117,.33550599,.20604672,0,1,0,1170
164155,,.18302053,,0,0,1,
164156,,0,,0,0,1,
164157,.124,.2,.21788049,0,1,0,1240
164158,,.28,.28148457,0,0,0,
164159,.1,.3705208,.1176375,0,1,0,1000
164160,,.084473655,.29025516,1,0,0,
164161,.108,.26800001,.12692307,0,1,0,1080
164162,,.1025625,,0,0,0,
164163,,.40000001,.23754594,1,0,0,
164164,.08,0,.02,0,0,0,
164165,,,,3,0,0,
164166,,.13196148,.31294823,0,0,1,
164167,,0,.21171704,0,0,0,
164168,,.20065737,.35101277,1,0,0,
164169,.097,.058669571,.18779434,3,0,0,
164170,,.000054657401,.19629802,0,0,0,
164171,,.40000001,.310325,0,0,0,
164172,,.4047547,.16274512,1,0,0,
164173,,.078142278,.1171797,2,0,0,
164174,,.028999999,.26021308,2,0,0,
164175,,.23403424,.22175735,0,0,0,
164176,,.25146908,.33265531,0,0,0,
164177,.083,.0029065451,.040543199,1,0,0,
164178,,.59799999,.39812893,0,0,1,
164179,,.44570631,.63825566,0,0,0,
164180,,.20999999,.41538456,2,0,0,
164181,,.11272336,.20999999,0,0,1,
164182,,,.37327918,0,0,1,
164183,,.031526387,.21801133,2,0,1,
164184,.114,.40000001,.33257252,0,1,1,-10000
164185,,.20999999,.26279417,0,0,0,
164186,,.32141668,.26805186,1,0,1,
164187,,.26991567,.19920456,2,0,0,
164188,,.41344675,.12120673,0,0,0,
164189,,.032000002,.25816426,2,0,1,
164190,.094,0,.22955,0,0,0,
164191,.106,.11,.095270127,1,0,0,
164192,,.41600001,.15999882,0,0,0,
164193,,.141,.1260923,0,0,0,
164194,,1,,0,0,1,
164195,,.10431454,.85443318,1,0,1,
164196,,.37,,0,0,0,
164197,,.22475763,.33257252,2,0,0,
164198,.112,.31,.58134532,0,1,0,1120
164199,,.043515161,.22309139,0,0,0,
164200,,.51899999,,0,0,0,
164201,,.050287273,.23787165,0,0,0,
164202,,.40000001,.11,0,0,0,
164203,,.25,,2,0,0,
164204,,.40000001,.5364545,2,0,0,
164205,,.11496007,.059999999,0,0,0,
164206,,.36000001,,0,0,0,
164207,,.64600003,.30943394,0,0,1,
164208,,.22351426,.19177793,0,0,0,
164209,.117,.1490819,.22449884,0,1,0,1170
164210,,.40000001,.23721753,0,0,0,
164211,,.40000001,.43289962,0,0,0,
164212,,.25999999,.41000003,1,0,0,
164213,.061,.3840889,,3,1,0,610
164214,,.054055322,.11484581,0,0,0,
164215,,.22,,2,0,0,
164216,.109,.13333778,.054055359,1,0,0,
164217,,1,.53522575,0,0,1,
164218,.124,.25,.18255362,0,1,0,1240
164219,.127,.050456077,.20999999,0,0,0,
164220,,.065332636,.041843135,3,0,0,
164221,,.4956055,.80856287,0,0,1,
164222,.125,.1,.07,0,0,0,
164223,.122,.35480905,.22,0,1,0,1220
164224,,.2387529,.37407404,0,0,0,
164225,,.495,,1,0,0,
164226,,.35184133,,1,0,0,
164227,.121,.06651035,.33885401,0,0,0,
164228,,.045697566,.2954444,0,0,0,
164229,,.15675086,,0,0,0,
164230,,.087951146,.2109924,1,0,1,
164231,,.40000001,.31032637,0,0,0,
164232,.115,.28,,0,1,1,-10000
164233,,.077406771,,0,0,0,
164234,,.40000001,,0,0,1,
164235,,.50136101,.2956886,0,0,0,
164236,,.23403424,.12025159,0,0,0,
164237,.121,0,.22830945,2,0,0,
164238,.103,.12,.061686177,0,0,0,
164239,,.36831051,.28131041,0,0,0,
164240,,1,.2869297,1,0,0,
164241,,,.41688213,0,0,1,
164242,.115,.12333779,.2581183,0,1,0,1150
164243,,.38800001,,2,0,0,
164244,,.083994977,,2,0,0,
164245,,,.53522575,0,0,0,
164246,,1,.44214153,0,0,0,
164247,,.75267398,,0,0,0,
164248,.121,.18511264,.22996461,3,1,0,1210
164249,,.28214818,.3292928,0,0,0,
164250,.099,.075000003,.04025602,3,0,0,
164251,,,,1,0,1,
164252,.112,.16,,0,1,0,1120
164253,,,.11770489,0,0,1,
164254,.124,.17,.19920456,0,1,0,1240
164255,.12,.045383401,.23344684,0,0,0,
164256,,.20937672,.14381899,0,0,0,
164257,,.28214818,.30154234,0,0,0,
164258,.118,.090000004,.044604864,0,0,0,
164259,.097,.00068742398,.24092169,0,0,0,
164260,.105,.2,.16084661,0,1,0,1050
164261,,.30500001,,0,0,0,
164262,,.27214816,.56376642,1,0,0,
164263,,.53971916,.90122211,0,0,0,
164264,,.40000001,.19430178,3,0,0,
164265,,.068012707,.49999994,0,0,1,
164266,,,.21227416,1,0,0,
164267,,.36459336,,3,0,1,
164268,,.55465025,,2,0,0,
164269,,.37091455,.33257252,0,0,1,
164270,,.089676365,,0,0,1,
164271,.098,.087876968,,0,0,0,
164272,,,.32193416,0,0,1,
164273,,.19302052,.14381899,0,0,0,
164274,.1,0,.31027678,0,0,0,
164275,,.64999998,,0,0,1,
164276,.089,.055312555,.02,0,0,0,
164277,,.12327121,.92396182,0,0,0,
164278,,.40000001,,0,0,0,
164279,,.25999999,.324054,0,0,0,
164280,.105,.0074067269,.02,3,0,0,
164281,.113,.28121737,.12286247,0,1,0,1130
164282,,.018709954,.22039643,0,0,0,
164283,,.40700001,,0,0,1,
164284,,0,.22578062,0,0,1,
164285,,.30000001,.15280212,2,0,0,
164286,.118,.40000001,.31032595,0,1,0,1180
164287,,.2,,0,0,0,
164288,,0,.49969476,0,0,1,
164289,.115,.018846184,.029999999,0,0,0,
164290,,1,,0,0,0,
164291,,.19209144,.19920456,0,0,0,
164292,.064,6.5519498e-06,.062737852,3,0,0,
164293,,.25,.39385986,0,0,1,
164294,,.122,.20999999,0,0,0,
164295,.124,.077686809,.58979154,0,0,0,
164296,,.063450061,.45698425,3,0,0,
164297,,.47668415,.11,0,0,0,
164298,,.081958249,,0,0,0,
164299,,.38999999,.22,0,0,0,
164300,.121,.084322095,,0,0,0,
164301,.072,.000183267,,3,0,0,
164302,,.30000001,.12692307,1,0,0,
164303,,.36892825,.41538456,0,0,0,
164304,,.40000001,,0,0,0,
164305,,,,2,0,0,
164306,.124,.080872819,,0,0,0,
164307,,.22,.11,0,0,0,
164308,,.227,.35677952,0,0,0,
164309,,.30000001,.11613107,1,0,0,
164310,,.40000001,.24465649,0,0,1,
164311,.113,.22351426,.14381899,0,1,0,1130
164312,.081,0,.26976606,0,0,0,
164313,,.10659016,.18062875,2,0,0,
164314,,.2,.086496182,1,0,0,
164315,,.27214816,.28988174,2,0,0,
164316,,.40000001,.24759558,2,0,0,
164317,,.2,,2,0,0,
164318,,.22423683,.31032178,2,0,1,
164319,,.81495786,.47393689,0,0,0,
164320,,.76855743,.11111728,0,0,0,
164321,,.27214816,,0,0,1,
164322,,.36810052,,0,0,0,
164323,,.5,,2,0,0,
164324,,.25,,1,0,0,
164325,,0,.40606663,0,0,1,
164326,,.3925522,.54487193,0,0,0,
164327,,.047081862,,2,0,0,
164328,,0,,0,0,0,
164329,,.40000001,.11,2,0,0,
164330,,.40000001,,0,0,1,
164331,,.1249522,,0,0,0,
164332,,.20999999,.23787165,0,0,0,
164333,.113,.134,.1260923,0,1,0,1130
164334,,.49000001,.12284148,0,0,0,
164335,.1,.40000001,,0,1,0,1000
164336,,,.29025516,3,0,0,
164337,.119,.20677823,.11,0,0,1,
164338,,.33818939,.74349439,0,0,0,
164339,.093,.15641247,.17,1,1,0,930
164340,.128,.27214816,.29528612,0,1,1,-10000
164341,,.20999999,.29401979,0,0,0,
164342,,,.098625876,1,0,0,
164343,,.31782925,.21705233,0,0,0,
164344,.126,.27214816,.13681559,0,1,0,1260
164345,,.22351426,.41538456,0,0,0,
164346,,.13333778,.040354487,1,0,0,
164347,.091,.0031049058,.27727276,0,0,0,
164348,,.61400002,.20918362,3,0,0,
164349,,.19,.11,0,0,0,
164350,,.22351426,.16103691,0,0,0,
164351,,.40000001,.10416616,0,0,0,
164352,.103,.13333778,.074935436,0,0,0,
164353,,.12,,0,0,0,
164354,,.25,.27202415,2,0,0,
164355,,0,.63308328,3,0,0,
164356,,1,,0,0,0,
164357,,.33064565,.1616767,1,0,1,
164358,.104,.083653629,.095270127,0,0,0,
164359,,.22351426,.38715184,1,0,1,
164360,,.19302052,.24193147,1,0,0,
164361,.114,.35499999,.22216962,2,1,0,1140
164362,.113,.15908191,.16276291,0,1,0,1130
164363,,.075209312,.15276445,0,0,0,
164364,,.11015739,.2,0,0,0,
164365,,.23403424,,0,0,0,
164366,,.31852034,,0,0,0,
164367,,1,.46025643,0,0,1,
164368,.121,.29148299,.37959471,1,1,0,1210
164369,.117,.15706502,.3990609,0,1,0,1170
164370,,.40000001,.5064379,2,0,1,
164371,,.3925522,.5511812,0,0,0,
164372,,.18389548,,0,0,0,
164373,,.44227368,.33891016,2,0,0,
164374,.126,.061000001,.23287867,0,0,0,
164375,,,.90122211,0,0,0,
164376,,.3411012,.24145316,0,0,0,
164377,,.41999999,.19568893,0,0,0,
164378,,.35641772,.28018874,2,0,0,
164379,,.11410111,,0,0,0,
164380,.085,.079999998,.90775883,2,0,0,
164381,,.094182216,.095270127,3,0,0,
164382,,.405,.28365901,0,0,0,
164383,.116,.1490819,.22883114,3,1,0,1160
164384,.11,.11411021,,0,1,0,1100
164385,,.28092426,,0,0,1,
164386,,.61400002,.41632026,0,0,0,
164387,,.29699999,.28788894,2,0,0,
